n,r,m
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})","[:ASSISTS_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: -1}]","(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})","[:ASSISTS_IN {aim: Ja, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: -1}]","(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_PROPERTY {exoPropertyValue: +}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})","[:ASSISTS_IN {aim: Ja, rangeAdjustable: Nee, lowerBoundMinAngle: 30, lowerBoundMaxAngle: 30, upperBoundMinAngle: 180, sizeAdjustable: Ja, upperBoundMaxAngle: 180, direction: 1}]","(:Dof {dofId: 12, nameNeg: retroflexie van de schouder, dofDirection: ExtFlex, namePos: anteflexie van de schouder, dofName: Anteflexie(+)/Retroflexie(-)_Schouder})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})","[:ASSISTS_IN {aim: Ja, rangeAdjustable: Nee, lowerBoundMinAngle: 45, lowerBoundMaxAngle: 45, upperBoundMinAngle: 145, sizeAdjustable: Ja, upperBoundMaxAngle: 145, direction: 1}]","(:Dof {dofId: 13, nameNeg: adductie van de schouder, dofDirection: AddAbd, namePos: abductie van de schouder, dofName: Abductie(+)/Adductie(-)_Schouder})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: nee}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: ++}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})","[:ASSISTS_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Nee, direction: 1}]","(:Dof {dofId: 9, nameNeg: extensie van de nek, dofDirection: ExtFlex, namePos: flexie van de nek, dofName: Flexie(+)/Extensie(-)_Nek})"
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: stofbestendig})
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_PROPERTY {exoPropertyValue: mogelijke hinder indien helm}],(:ExoProperty {exoPropertyName: combineerbaarheidMetBpm})
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 38, exoDescription: De ProFlex 1100SF is een passief exosuit dat de onderrug ontlast bij het staan en het hanteren van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: ProFlex 1100SF, exoManufacturer: Ergodyne})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
